hotel_key,hotel_public_id,target_date,horizon_days,prediction_cutoff,partition,target_room_nights,day_of_week,day_of_month,month,week_of_year,day_of_year,is_weekend,demand_lag_28,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_mean_28,on_books_room_nights_at_cutoff,rooms_existing_at_cutoff
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-23,28,2016-01-27T00:00:00+00:00,train,128,1,23,2,8,54,0,79,84.28571428571429,78.14285714285714,88.71428571428571,69,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-24,28,2016-01-28T00:00:00+00:00,train,92,2,24,2,8,55,0,50,51.714285714285715,59.0,73.92857142857143,37,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-24,28,2016-01-28T00:00:00+00:00,train,135,2,24,2,8,55,0,84,78.28571428571429,81.28571428571429,84.75,67,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-25,28,2016-01-29T00:00:00+00:00,train,100,3,25,2,8,56,0,64,52.857142857142854,58.0,69.82142857142857,40,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-25,28,2016-01-29T00:00:00+00:00,train,129,3,25,2,8,56,0,81,75.71428571428571,82.28571428571429,80.03571428571429,57,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-26,28,2016-01-30T00:00:00+00:00,train,121,4,26,2,8,57,0,60,53.57142857142857,57.142857142857146,65.82142857142857,51,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-26,28,2016-01-30T00:00:00+00:00,train,139,4,26,2,8,57,0,77,76.28571428571429,82.14285714285714,76.92857142857143,72,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-27,28,2016-01-31T00:00:00+00:00,train,181,5,27,2,8,58,1,63,52.42857142857143,56.285714285714285,62.785714285714285,86,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-27,28,2016-01-31T00:00:00+00:00,train,168,5,27,2,8,58,1,81,76.85714285714286,81.5,73.78571428571429,110,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-28,28,2016-02-01T00:00:00+00:00,train,166,6,28,2,8,59,1,38,53.142857142857146,56.0,61.67857142857143,89,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-28,28,2016-02-01T00:00:00+00:00,train,136,6,28,2,8,59,1,60,77.71428571428571,82.0,71.67857142857143,169,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-29,28,2016-02-02T00:00:00+00:00,train,87,0,29,2,9,60,0,54,55.714285714285715,55.642857142857146,60.714285714285715,42,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-29,28,2016-02-02T00:00:00+00:00,train,130,0,29,2,9,60,0,56,74.0,82.21428571428571,69.21428571428571,157,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-01,28,2016-02-03T00:00:00+00:00,train,112,1,1,3,9,61,0,73,57.42857142857143,56.0,60.714285714285715,55,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-01,28,2016-02-03T00:00:00+00:00,train,169,1,1,3,9,61,0,49,69.71428571428571,77.0,68.78571428571429,172,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-02,28,2016-02-04T00:00:00+00:00,train,123,2,2,3,9,62,0,75,61.0,56.357142857142854,60.82142857142857,54,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-02,28,2016-02-04T00:00:00+00:00,train,179,2,2,3,9,62,0,70,67.71428571428571,73.0,69.0,83,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-03,28,2016-02-05T00:00:00+00:00,train,101,3,3,3,9,63,0,90,64.71428571428571,58.785714285714285,61.5,51,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-03,28,2016-02-05T00:00:00+00:00,train,158,3,3,3,9,63,0,80,67.57142857142857,71.64285714285714,69.85714285714286,87,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-04,28,2016-02-06T00:00:00+00:00,train,120,4,4,3,9,64,0,97,70.0,61.785714285714285,63.035714285714285,61,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-04,28,2016-02-06T00:00:00+00:00,train,170,4,4,3,9,64,0,109,72.14285714285714,74.21428571428571,72.07142857142857,137,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-05,28,2016-02-07T00:00:00+00:00,train,132,5,5,3,9,65,1,161,84.0,68.21428571428571,66.46428571428571,66,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-05,28,2016-02-07T00:00:00+00:00,train,194,5,5,3,9,65,1,170,84.85714285714286,80.85714285714286,76.39285714285714,174,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-06,28,2016-02-08T00:00:00+00:00,train,77,6,6,3,9,66,1,144,99.14285714285714,76.14285714285714,69.60714285714286,50,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-06,28,2016-02-08T00:00:00+00:00,train,154,6,6,3,9,66,1,162,99.42857142857143,88.57142857142857,80.5,135,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-07,28,2016-02-09T00:00:00+00:00,train,118,0,7,3,10,67,0,139,111.28571428571429,83.5,72.28571428571429,86,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-07,28,2016-02-09T00:00:00+00:00,train,165,0,7,3,10,67,0,173,116.14285714285714,95.07142857142857,85.39285714285714,120,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-08,28,2016-02-10T00:00:00+00:00,train,139,1,8,3,10,68,0,93,114.14285714285714,85.78571428571429,72.92857142857143,87,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-08,28,2016-02-10T00:00:00+00:00,train,170,1,8,3,10,68,0,155,131.28571428571428,100.5,89.32142857142857,94,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-09,28,2016-02-11T00:00:00+00:00,train,148,2,9,3,10,69,0,91,116.42857142857143,88.71428571428571,73.85714285714286,100,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-09,28,2016-02-11T00:00:00+00:00,train,182,2,9,3,10,69,0,100,135.57142857142858,101.64285714285714,91.46428571428571,105,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-10,28,2016-02-12T00:00:00+00:00,train,146,3,10,3,10,70,0,81,115.14285714285714,89.92857142857143,73.96428571428571,107,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-10,28,2016-02-12T00:00:00+00:00,train,185,3,10,3,10,70,0,107,139.42857142857142,103.5,92.89285714285714,120,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-11,28,2016-02-13T00:00:00+00:00,train,169,4,11,3,10,71,0,129,119.71428571428571,94.85714285714286,76.0,144,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-11,28,2016-02-13T00:00:00+00:00,train,197,4,11,3,10,71,0,148,145.0,108.57142857142857,95.35714285714286,150,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-12,28,2016-02-14T00:00:00+00:00,train,154,5,12,3,10,72,1,170,121.0,102.5,79.39285714285714,100,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-12,28,2016-02-14T00:00:00+00:00,train,194,5,12,3,10,72,1,195,148.57142857142858,116.71428571428571,99.10714285714286,165,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-13,28,2016-02-15T00:00:00+00:00,train,88,6,13,3,10,73,1,94,113.85714285714286,106.5,81.25,65,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-13,28,2016-02-15T00:00:00+00:00,train,193,6,13,3,10,73,1,140,145.42857142857142,122.42857142857143,102.21428571428571,172,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-14,28,2016-02-16T00:00:00+00:00,train,118,0,14,3,11,74,0,81,105.57142857142857,108.42857142857143,82.03571428571429,59,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-14,28,2016-02-16T00:00:00+00:00,train,174,0,14,3,11,74,0,123,138.28571428571428,127.21428571428571,104.71428571428571,147,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-15,28,2016-02-17T00:00:00+00:00,train,136,1,15,3,11,75,0,99,106.42857142857143,110.28571428571429,83.14285714285714,57,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-15,28,2016-02-17T00:00:00+00:00,train,181,1,15,3,11,75,0,124,133.85714285714286,132.57142857142858,104.78571428571429,145,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-16,28,2016-02-18T00:00:00+00:00,train,141,2,16,3,11,76,0,112,109.42857142857143,112.92857142857143,84.64285714285714,64,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-16,28,2016-02-18T00:00:00+00:00,train,174,2,16,3,11,76,0,107,134.85714285714286,135.21428571428572,104.10714285714286,129,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-17,28,2016-02-19T00:00:00+00:00,train,156,3,17,3,11,77,0,97,111.71428571428571,113.42857142857143,86.10714285714286,82,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-17,28,2016-02-19T00:00:00+00:00,train,179,3,17,3,11,77,0,115,136.0,137.71428571428572,104.67857142857143,130,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-18,28,2016-02-20T00:00:00+00:00,train,140,4,18,3,11,78,0,81,104.85714285714286,112.28571428571429,87.03571428571429,82,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-18,28,2016-02-20T00:00:00+00:00,train,181,4,18,3,11,78,0,204,144.0,144.5,109.35714285714286,155,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-19,28,2016-02-21T00:00:00+00:00,train,174,5,19,3,11,79,1,86,92.85714285714286,106.92857142857143,87.57142857142857,97,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-19,28,2016-02-21T00:00:00+00:00,train,185,5,19,3,11,79,1,151,137.71428571428572,143.14285714285714,112.0,185,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-20,28,2016-02-22T00:00:00+00:00,train,153,6,20,3,11,80,1,54,87.14285714285714,100.5,88.32142857142857,92,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-20,28,2016-02-22T00:00:00+00:00,train,212,6,20,3,11,80,1,114,134.0,139.71428571428572,114.14285714285714,185,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-21,28,2016-02-23T00:00:00+00:00,train,177,0,21,3,12,81,0,87,88.0,96.78571428571429,90.14285714285714,93,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-21,28,2016-02-23T00:00:00+00:00,train,214,0,21,3,12,81,0,122,133.85714285714286,136.07142857142858,115.57142857142857,186,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-22,28,2016-02-24T00:00:00+00:00,train,178,1,22,3,12,82,0,93,87.14285714285714,96.78571428571429,91.28571428571429,94,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-22,28,2016-02-24T00:00:00+00:00,train,191,1,22,3,12,82,0,128,134.42857142857142,134.14285714285714,117.32142857142857,153,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-23,28,2016-02-25T00:00:00+00:00,train,154,2,23,3,12,83,0,92,84.28571428571429,96.85714285714286,92.78571428571429,90,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-23,28,2016-02-25T00:00:00+00:00,train,195,2,23,3,12,83,0,135,138.42857142857142,136.64285714285714,119.14285714285714,172,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-24,28,2016-02-26T00:00:00+00:00,train,176,3,24,3,12,84,0,100,84.71428571428571,98.21428571428571,94.07142857142857,164,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-24,28,2016-02-26T00:00:00+00:00,train,223,3,24,3,12,84,0,129,140.42857142857142,138.21428571428572,120.85714285714286,202,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-25,28,2016-02-27T00:00:00+00:00,train,187,4,25,3,12,85,0,121,90.42857142857143,97.64285714285714,96.25,175,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-25,28,2016-02-27T00:00:00+00:00,train,219,4,25,3,12,85,0,139,131.14285714285714,137.57142857142858,123.07142857142857,212,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-26,28,2016-02-28T00:00:00+00:00,train,179,5,26,3,12,86,1,181,104.0,98.42857142857143,100.46428571428571,161,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-26,28,2016-02-28T00:00:00+00:00,train,201,5,26,3,12,86,1,168,133.57142857142858,135.64285714285714,126.17857142857143,193,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-27,28,2016-02-29T00:00:00+00:00,train,107,6,27,3,12,87,1,166,120.0,103.57142857142857,105.03571428571429,75,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-27,28,2016-02-29T00:00:00+00:00,train,174,6,27,3,12,87,1,136,136.71428571428572,135.35714285714286,128.89285714285714,174,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-28,28,2016-03-01T00:00:00+00:00,train,105,0,28,3,13,88,0,87,120.0,104.0,106.21428571428571,67,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-28,28,2016-03-01T00:00:00+00:00,train,167,0,28,3,13,88,0,130,137.85714285714286,135.85714285714286,131.53571428571428,161,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-29,28,2016-03-02T00:00:00+00:00,train,115,1,29,3,13,89,0,112,122.71428571428571,104.92857142857143,107.60714285714286,73,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-29,28,2016-03-02T00:00:00+00:00,train,180,1,29,3,13,89,0,169,143.71428571428572,139.07142857142858,135.82142857142858,164,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-30,28,2016-03-03T00:00:00+00:00,train,130,2,30,3,13,90,0,123,127.14285714285714,105.71428571428571,109.32142857142857,88,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-30,28,2016-03-03T00:00:00+00:00,train,184,2,30,3,13,90,0,179,150.0,144.21428571428572,139.71428571428572,157,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-31,28,2016-03-04T00:00:00+00:00,train,166,3,31,3,13,91,0,101,127.28571428571429,106.0,109.71428571428571,167,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-31,28,2016-03-04T00:00:00+00:00,train,204,3,31,3,13,91,0,158,154.14285714285714,147.28571428571428,142.5,205,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-01,28,2016-03-05T00:00:00+00:00,train,160,4,1,4,13,92,0,120,127.14285714285714,108.78571428571429,110.53571428571429,165,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-01,28,2016-03-05T00:00:00+00:00,train,206,4,1,4,13,92,0,170,158.57142857142858,144.85714285714286,144.67857142857142,208,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-02,28,2016-03-06T00:00:00+00:00,train,163,5,2,4,13,93,1,132,120.14285714285714,112.07142857142857,109.5,169,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-02,28,2016-03-06T00:00:00+00:00,train,189,5,2,4,13,93,1,194,162.28571428571428,147.92857142857142,145.53571428571428,197,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-03,28,2016-03-07T00:00:00+00:00,train,132,6,3,4,13,94,1,77,107.42857142857143,113.71428571428571,107.10714285714286,133,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-03,28,2016-03-07T00:00:00+00:00,train,152,6,3,4,13,94,1,154,164.85714285714286,150.78571428571428,145.25,160,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-04,28,2016-03-08T00:00:00+00:00,train,136,0,4,4,14,95,0,118,111.85714285714286,115.92857142857143,106.35714285714286,99,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-04,28,2016-03-08T00:00:00+00:00,train,174,0,4,4,14,95,0,165,169.85714285714286,153.85714285714286,144.96428571428572,159,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-05,28,2016-03-09T00:00:00+00:00,train,148,1,5,4,14,96,0,139,115.71428571428571,119.21428571428571,108.0,95,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-05,28,2016-03-09T00:00:00+00:00,train,179,1,5,4,14,96,0,170,170.0,156.85714285714286,145.5,163,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-06,28,2016-03-10T00:00:00+00:00,train,120,2,6,4,14,97,0,148,119.28571428571429,123.21428571428571,110.03571428571429,57,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-06,28,2016-03-10T00:00:00+00:00,train,216,2,6,4,14,97,0,182,170.42857142857142,160.21428571428572,148.42857142857142,215,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-07,28,2016-03-11T00:00:00+00:00,train,155,3,7,4,14,98,0,146,125.71428571428571,126.5,112.35714285714286,94,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-07,28,2016-03-11T00:00:00+00:00,train,161,3,7,4,14,98,0,185,174.28571428571428,164.21428571428572,151.21428571428572,138,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-08,28,2016-03-12T00:00:00+00:00,train,155,4,8,4,14,99,0,169,132.71428571428572,129.92857142857142,113.78571428571429,100,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-08,28,2016-03-12T00:00:00+00:00,train,170,4,8,4,14,99,0,197,178.14285714285714,168.35714285714286,152.96428571428572,155,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-09,28,2016-03-13T00:00:00+00:00,train,166,5,9,4,14,100,1,154,135.85714285714286,128.0,113.21428571428571,121,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-09,28,2016-03-13T00:00:00+00:00,train,196,5,9,4,14,100,1,194,178.14285714285714,170.21428571428572,152.92857142857142,199,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-10,28,2016-03-14T00:00:00+00:00,train,143,6,10,4,14,101,1,88,137.42857142857142,122.42857142857143,113.0,109,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-10,28,2016-03-14T00:00:00+00:00,train,186,6,10,4,14,101,1,193,183.71428571428572,174.28571428571428,154.82142857142858,175,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-11,28,2016-03-15T00:00:00+00:00,train,162,0,11,4,15,102,0,118,137.42857142857142,124.64285714285714,114.32142857142857,116,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-11,28,2016-03-15T00:00:00+00:00,train,192,0,11,4,15,102,0,174,185.0,177.42857142857142,156.64285714285714,167,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-12,28,2016-03-16T00:00:00+00:00,train,164,1,12,4,15,103,0,136,137.0,126.35714285714286,115.64285714285714,117,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-12,28,2016-03-16T00:00:00+00:00,train,198,1,12,4,15,103,0,181,186.57142857142858,178.28571428571428,158.67857142857142,191,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-13,28,2016-03-17T00:00:00+00:00,train,178,2,13,4,15,104,0,141,136.0,127.64285714285714,116.67857142857143,127,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-13,28,2016-03-17T00:00:00+00:00,train,222,2,13,4,15,104,0,174,185.42857142857142,177.92857142857142,161.07142857142858,180,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-14,28,2016-03-18T00:00:00+00:00,train,174,3,14,4,15,105,0,156,137.42857142857142,131.57142857142858,118.78571428571429,124,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-14,28,2016-03-18T00:00:00+00:00,train,176,3,14,4,15,105,0,179,184.57142857142858,179.42857142857142,163.35714285714286,180,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-15,28,2016-03-19T00:00:00+00:00,train,152,4,15,4,15,106,0,140,133.28571428571428,133.0,120.89285714285714,113,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-15,28,2016-03-19T00:00:00+00:00,train,180,4,15,4,15,106,0,181,182.28571428571428,180.21428571428572,162.53571428571428,179,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-16,28,2016-03-20T00:00:00+00:00,train,157,5,16,4,15,107,1,174,136.14285714285714,136.0,124.03571428571429,124,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-16,28,2016-03-20T00:00:00+00:00,train,198,5,16,4,15,107,1,185,181.0,179.57142857142858,163.75,193,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-17,28,2016-03-21T00:00:00+00:00,train,122,6,17,4,15,108,1,153,145.42857142857142,141.42857142857142,127.57142857142857,101,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-17,28,2016-03-21T00:00:00+00:00,train,186,6,17,4,15,108,1,212,183.71428571428572,183.71428571428572,167.25,160,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-18,28,2016-03-22T00:00:00+00:00,train,159,0,18,4,16,109,0,177,153.85714285714286,145.64285714285714,130.78571428571428,139,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-18,28,2016-03-22T00:00:00+00:00,train,202,0,18,4,16,109,0,214,189.42857142857142,187.21428571428572,170.53571428571428,175,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-19,28,2016-03-23T00:00:00+00:00,train,183,1,19,4,16,110,0,178,159.85714285714286,148.42857142857142,133.82142857142858,174,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-19,28,2016-03-23T00:00:00+00:00,train,183,1,19,4,16,110,0,191,190.85714285714286,188.71428571428572,172.78571428571428,154,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-20,28,2016-03-24T00:00:00+00:00,train,151,2,20,4,16,111,0,154,161.71428571428572,148.85714285714286,136.03571428571428,130,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-20,28,2016-03-24T00:00:00+00:00,train,219,2,20,4,16,111,0,195,193.85714285714286,189.64285714285714,174.92857142857142,191,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-21,28,2016-03-25T00:00:00+00:00,train,135,3,21,4,16,112,0,176,164.57142857142858,151.0,138.75,129,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-21,28,2016-03-25T00:00:00+00:00,train,219,3,21,4,16,112,0,223,200.14285714285714,192.35714285714286,178.28571428571428,189,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-22,28,2016-03-26T00:00:00+00:00,train,170,4,22,4,16,113,0,187,171.28571428571428,152.28571428571428,141.10714285714286,155,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-22,28,2016-03-26T00:00:00+00:00,train,196,4,22,4,16,113,0,219,205.57142857142858,193.92857142857142,181.14285714285714,172,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-23,28,2016-03-27T00:00:00+00:00,train,183,5,23,4,16,114,1,179,172.0,154.07142857142858,141.03571428571428,162,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-23,28,2016-03-27T00:00:00+00:00,train,221,5,23,4,16,114,1,201,207.85714285714286,194.42857142857142,182.32142857142858,203,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-24,28,2016-03-28T00:00:00+00:00,train,183,6,24,4,16,115,1,107,165.42857142857142,155.42857142857142,138.92857142857142,173,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-24,28,2016-03-28T00:00:00+00:00,train,186,6,24,4,16,115,1,174,202.42857142857142,193.07142857142858,183.67857142857142,183,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-25,28,2016-03-29T00:00:00+00:00,train,135,0,25,4,17,116,0,105,155.14285714285714,154.5,139.57142857142858,123,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-25,28,2016-03-29T00:00:00+00:00,train,185,0,25,4,17,116,0,167,195.71428571428572,192.57142857142858,185.0,182,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-26,28,2016-03-30T00:00:00+00:00,train,133,1,26,4,17,117,0,115,146.14285714285714,153.0,139.67857142857142,92,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-26,28,2016-03-30T00:00:00+00:00,train,208,1,26,4,17,117,0,180,194.14285714285714,192.5,185.39285714285714,194,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-27,28,2016-03-31T00:00:00+00:00,train,160,2,27,4,17,118,0,130,142.71428571428572,152.21428571428572,139.92857142857142,97,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-27,28,2016-03-31T00:00:00+00:00,train,195,2,27,4,17,118,0,184,192.57142857142858,193.21428571428572,185.57142857142858,171,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-28,28,2016-04-01T00:00:00+00:00,train,148,3,28,4,17,119,0,166,141.28571428571428,152.92857142857142,142.25,96,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-28,28,2016-04-01T00:00:00+00:00,train,209,3,28,4,17,119,0,204,189.85714285714286,195.0,187.21428571428572,186,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-29,28,2016-04-02T00:00:00+00:00,train,149,4,29,4,17,120,0,160,137.42857142857142,154.35714285714286,143.67857142857142,109,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-29,28,2016-04-02T00:00:00+00:00,train,211,4,29,4,17,120,0,206,188.0,196.78571428571428,188.5,192,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-30,28,2016-04-03T00:00:00+00:00,train,176,5,30,4,17,121,1,163,135.14285714285714,153.57142857142858,144.78571428571428,152,
