hotel_key,hotel_public_id,target_date,horizon_days,prediction_cutoff,partition,target_room_nights,day_of_week,day_of_month,month,week_of_year,day_of_year,is_weekend,demand_lag_14,demand_lag_28,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_mean_28,on_books_room_nights_at_cutoff,rooms_existing_at_cutoff
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-17,14,2016-02-04T00:00:00+00:00,train,107,2,17,2,7,48,0,70,126,67.71428571428571,73.0,69.0,65,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-18,14,2016-02-05T00:00:00+00:00,train,97,3,18,2,7,49,0,90,56,64.71428571428571,58.785714285714285,61.5,49,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-18,14,2016-02-05T00:00:00+00:00,train,115,3,18,2,7,49,0,80,99,67.57142857142857,71.64285714285714,69.85714285714286,88,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-19,14,2016-02-06T00:00:00+00:00,train,81,4,19,2,7,50,0,97,55,70.0,61.785714285714285,63.035714285714285,52,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-19,14,2016-02-06T00:00:00+00:00,train,204,4,19,2,7,50,0,109,73,72.14285714285714,74.21428571428571,72.07142857142857,164,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-20,14,2016-02-07T00:00:00+00:00,train,86,5,20,2,7,51,1,161,71,84.0,68.21428571428571,66.46428571428571,47,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-20,14,2016-02-07T00:00:00+00:00,train,151,5,20,2,7,51,1,170,77,84.85714285714286,80.85714285714286,76.39285714285714,123,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-21,14,2016-02-08T00:00:00+00:00,train,54,6,21,2,7,52,1,144,33,99.14285714285714,76.14285714285714,69.60714285714286,39,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-21,14,2016-02-08T00:00:00+00:00,train,114,6,21,2,7,52,1,162,54,99.42857142857143,88.57142857142857,80.5,94,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-22,14,2016-02-09T00:00:00+00:00,train,87,0,22,2,8,53,0,139,36,111.28571428571429,83.5,72.28571428571429,49,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-22,14,2016-02-09T00:00:00+00:00,train,122,0,22,2,8,53,0,173,82,116.14285714285714,95.07142857142857,85.39285714285714,102,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-23,14,2016-02-10T00:00:00+00:00,train,93,1,23,2,8,54,0,93,61,114.14285714285714,85.78571428571429,72.92857142857143,55,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-23,14,2016-02-10T00:00:00+00:00,train,128,1,23,2,8,54,0,155,79,131.28571428571428,100.5,89.32142857142857,95,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-24,14,2016-02-11T00:00:00+00:00,train,92,2,24,2,8,55,0,91,50,116.42857142857143,88.71428571428571,73.85714285714286,49,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-24,14,2016-02-11T00:00:00+00:00,train,135,2,24,2,8,55,0,100,84,135.57142857142858,101.64285714285714,91.46428571428571,90,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-25,14,2016-02-12T00:00:00+00:00,train,100,3,25,2,8,56,0,81,64,115.14285714285714,89.92857142857143,73.96428571428571,50,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-25,14,2016-02-12T00:00:00+00:00,train,129,3,25,2,8,56,0,107,81,139.42857142857142,103.5,92.89285714285714,77,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-26,14,2016-02-13T00:00:00+00:00,train,121,4,26,2,8,57,0,129,60,119.71428571428571,94.85714285714286,76.0,70,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-26,14,2016-02-13T00:00:00+00:00,train,139,4,26,2,8,57,0,148,77,145.0,108.57142857142857,95.35714285714286,98,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-27,14,2016-02-14T00:00:00+00:00,train,181,5,27,2,8,58,1,170,63,121.0,102.5,79.39285714285714,111,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-27,14,2016-02-14T00:00:00+00:00,train,168,5,27,2,8,58,1,195,81,148.57142857142858,116.71428571428571,99.10714285714286,137,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-28,14,2016-02-15T00:00:00+00:00,train,166,6,28,2,8,59,1,94,38,113.85714285714286,106.5,81.25,114,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-28,14,2016-02-15T00:00:00+00:00,train,136,6,28,2,8,59,1,140,60,145.42857142857142,122.42857142857143,102.21428571428571,185,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-29,14,2016-02-16T00:00:00+00:00,train,87,0,29,2,9,60,0,81,54,105.57142857142857,108.42857142857143,82.03571428571429,61,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-29,14,2016-02-16T00:00:00+00:00,train,130,0,29,2,9,60,0,123,56,138.28571428571428,127.21428571428571,104.71428571428571,173,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-01,14,2016-02-17T00:00:00+00:00,train,112,1,1,3,9,61,0,99,73,106.42857142857143,110.28571428571429,83.14285714285714,70,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-01,14,2016-02-17T00:00:00+00:00,train,169,1,1,3,9,61,0,124,49,133.85714285714286,132.57142857142858,104.78571428571429,187,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-02,14,2016-02-18T00:00:00+00:00,train,123,2,2,3,9,62,0,112,75,109.42857142857143,112.92857142857143,84.64285714285714,66,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-02,14,2016-02-18T00:00:00+00:00,train,179,2,2,3,9,62,0,107,70,134.85714285714286,135.21428571428572,104.10714285714286,95,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-03,14,2016-02-19T00:00:00+00:00,train,101,3,3,3,9,63,0,97,90,111.71428571428571,113.42857142857143,86.10714285714286,57,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-03,14,2016-02-19T00:00:00+00:00,train,158,3,3,3,9,63,0,115,80,136.0,137.71428571428572,104.67857142857143,110,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-04,14,2016-02-20T00:00:00+00:00,train,120,4,4,3,9,64,0,81,97,104.85714285714286,112.28571428571429,87.03571428571429,75,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-04,14,2016-02-20T00:00:00+00:00,train,170,4,4,3,9,64,0,204,109,144.0,144.5,109.35714285714286,174,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-05,14,2016-02-21T00:00:00+00:00,train,132,5,5,3,9,65,1,86,161,92.85714285714286,106.92857142857143,87.57142857142857,82,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-05,14,2016-02-21T00:00:00+00:00,train,194,5,5,3,9,65,1,151,170,137.71428571428572,143.14285714285714,112.0,194,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-06,14,2016-02-22T00:00:00+00:00,train,77,6,6,3,9,66,1,54,144,87.14285714285714,100.5,88.32142857142857,63,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-06,14,2016-02-22T00:00:00+00:00,train,154,6,6,3,9,66,1,114,162,134.0,139.71428571428572,114.14285714285714,152,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-07,14,2016-02-23T00:00:00+00:00,train,118,0,7,3,10,67,0,87,139,88.0,96.78571428571429,90.14285714285714,95,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-07,14,2016-02-23T00:00:00+00:00,train,165,0,7,3,10,67,0,122,173,133.85714285714286,136.07142857142858,115.57142857142857,128,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-08,14,2016-02-24T00:00:00+00:00,train,139,1,8,3,10,68,0,93,93,87.14285714285714,96.78571428571429,91.28571428571429,98,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-08,14,2016-02-24T00:00:00+00:00,train,170,1,8,3,10,68,0,128,155,134.42857142857142,134.14285714285714,117.32142857142857,121,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-09,14,2016-02-25T00:00:00+00:00,train,148,2,9,3,10,69,0,92,91,84.28571428571429,96.85714285714286,92.78571428571429,118,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-09,14,2016-02-25T00:00:00+00:00,train,182,2,9,3,10,69,0,135,100,138.42857142857142,136.64285714285714,119.14285714285714,139,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-10,14,2016-02-26T00:00:00+00:00,train,146,3,10,3,10,70,0,100,81,84.71428571428571,98.21428571428571,94.07142857142857,127,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-10,14,2016-02-26T00:00:00+00:00,train,185,3,10,3,10,70,0,129,107,140.42857142857142,138.21428571428572,120.85714285714286,150,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-11,14,2016-02-27T00:00:00+00:00,train,169,4,11,3,10,71,0,121,129,90.42857142857143,97.64285714285714,96.25,161,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-11,14,2016-02-27T00:00:00+00:00,train,197,4,11,3,10,71,0,139,148,131.14285714285714,137.57142857142858,123.07142857142857,174,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-12,14,2016-02-28T00:00:00+00:00,train,154,5,12,3,10,72,1,181,170,104.0,98.42857142857143,100.46428571428571,119,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-12,14,2016-02-28T00:00:00+00:00,train,194,5,12,3,10,72,1,168,195,133.57142857142858,135.64285714285714,126.17857142857143,183,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-13,14,2016-02-29T00:00:00+00:00,train,88,6,13,3,10,73,1,166,94,120.0,103.57142857142857,105.03571428571429,70,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-13,14,2016-02-29T00:00:00+00:00,train,193,6,13,3,10,73,1,136,140,136.71428571428572,135.35714285714286,128.89285714285714,182,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-14,14,2016-03-01T00:00:00+00:00,train,118,0,14,3,11,74,0,87,81,120.0,104.0,106.21428571428571,67,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-14,14,2016-03-01T00:00:00+00:00,train,174,0,14,3,11,74,0,130,123,137.85714285714286,135.85714285714286,131.53571428571428,160,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-15,14,2016-03-02T00:00:00+00:00,train,136,1,15,3,11,75,0,112,99,122.71428571428571,104.92857142857143,107.60714285714286,71,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-15,14,2016-03-02T00:00:00+00:00,train,181,1,15,3,11,75,0,169,124,143.71428571428572,139.07142857142858,135.82142857142858,155,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-16,14,2016-03-03T00:00:00+00:00,train,141,2,16,3,11,76,0,123,112,127.14285714285714,105.71428571428571,109.32142857142857,81,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-16,14,2016-03-03T00:00:00+00:00,train,174,2,16,3,11,76,0,179,107,150.0,144.21428571428572,139.71428571428572,141,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-17,14,2016-03-04T00:00:00+00:00,train,156,3,17,3,11,77,0,101,97,127.28571428571429,106.0,109.71428571428571,99,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-17,14,2016-03-04T00:00:00+00:00,train,179,3,17,3,11,77,0,158,115,154.14285714285714,147.28571428571428,142.5,152,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-18,14,2016-03-05T00:00:00+00:00,train,140,4,18,3,11,78,0,120,81,127.14285714285714,108.78571428571429,110.53571428571429,106,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-18,14,2016-03-05T00:00:00+00:00,train,181,4,18,3,11,78,0,170,204,158.57142857142858,144.85714285714286,144.67857142857142,180,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-19,14,2016-03-06T00:00:00+00:00,train,174,5,19,3,11,79,1,132,86,120.14285714285714,112.07142857142857,109.5,134,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-19,14,2016-03-06T00:00:00+00:00,train,185,5,19,3,11,79,1,194,151,162.28571428571428,147.92857142857142,145.53571428571428,190,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-20,14,2016-03-07T00:00:00+00:00,train,153,6,20,3,11,80,1,77,54,107.42857142857143,113.71428571428571,107.10714285714286,127,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-20,14,2016-03-07T00:00:00+00:00,train,212,6,20,3,11,80,1,154,114,164.85714285714286,150.78571428571428,145.25,180,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-21,14,2016-03-08T00:00:00+00:00,train,177,0,21,3,12,81,0,118,87,111.85714285714286,115.92857142857143,106.35714285714286,141,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-21,14,2016-03-08T00:00:00+00:00,train,214,0,21,3,12,81,0,165,122,169.85714285714286,153.85714285714286,144.96428571428572,185,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-22,14,2016-03-09T00:00:00+00:00,train,178,1,22,3,12,82,0,139,93,115.71428571428571,119.21428571428571,108.0,134,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-22,14,2016-03-09T00:00:00+00:00,train,191,1,22,3,12,82,0,170,128,170.0,156.85714285714286,145.5,158,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-23,14,2016-03-10T00:00:00+00:00,train,154,2,23,3,12,83,0,148,92,119.28571428571429,123.21428571428571,110.03571428571429,118,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-23,14,2016-03-10T00:00:00+00:00,train,195,2,23,3,12,83,0,182,135,170.42857142857142,160.21428571428572,148.42857142857142,168,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-24,14,2016-03-11T00:00:00+00:00,train,176,3,24,3,12,84,0,146,100,125.71428571428571,126.5,112.35714285714286,159,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-24,14,2016-03-11T00:00:00+00:00,train,223,3,24,3,12,84,0,185,129,174.28571428571428,164.21428571428572,151.21428571428572,196,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-25,14,2016-03-12T00:00:00+00:00,train,187,4,25,3,12,85,0,169,121,132.71428571428572,129.92857142857142,113.78571428571429,173,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-25,14,2016-03-12T00:00:00+00:00,train,219,4,25,3,12,85,0,197,139,178.14285714285714,168.35714285714286,152.96428571428572,212,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-26,14,2016-03-13T00:00:00+00:00,train,179,5,26,3,12,86,1,154,181,135.85714285714286,128.0,113.21428571428571,165,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-26,14,2016-03-13T00:00:00+00:00,train,201,5,26,3,12,86,1,194,168,178.14285714285714,170.21428571428572,152.92857142857142,204,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-27,14,2016-03-14T00:00:00+00:00,train,107,6,27,3,12,87,1,88,166,137.42857142857142,122.42857142857143,113.0,81,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-27,14,2016-03-14T00:00:00+00:00,train,174,6,27,3,12,87,1,193,136,183.71428571428572,174.28571428571428,154.82142857142858,184,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-28,14,2016-03-15T00:00:00+00:00,train,105,0,28,3,13,88,0,118,87,137.42857142857142,124.64285714285714,114.32142857142857,85,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-28,14,2016-03-15T00:00:00+00:00,train,167,0,28,3,13,88,0,174,130,185.0,177.42857142857142,156.64285714285714,168,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-29,14,2016-03-16T00:00:00+00:00,train,115,1,29,3,13,89,0,136,112,137.0,126.35714285714286,115.64285714285714,85,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-29,14,2016-03-16T00:00:00+00:00,train,180,1,29,3,13,89,0,181,169,186.57142857142858,178.28571428571428,158.67857142857142,170,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-30,14,2016-03-17T00:00:00+00:00,train,130,2,30,3,13,90,0,141,123,136.0,127.64285714285714,116.67857142857143,97,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-30,14,2016-03-17T00:00:00+00:00,train,184,2,30,3,13,90,0,174,179,185.42857142857142,177.92857142857142,161.07142857142858,166,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-31,14,2016-03-18T00:00:00+00:00,train,166,3,31,3,13,91,0,156,101,137.42857142857142,131.57142857142858,118.78571428571429,169,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-31,14,2016-03-18T00:00:00+00:00,train,204,3,31,3,13,91,0,179,158,184.57142857142858,179.42857142857142,163.35714285714286,210,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-01,14,2016-03-19T00:00:00+00:00,train,160,4,1,4,13,92,0,140,120,133.28571428571428,133.0,120.89285714285714,164,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-01,14,2016-03-19T00:00:00+00:00,train,206,4,1,4,13,92,0,181,170,182.28571428571428,180.21428571428572,162.53571428571428,215,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-02,14,2016-03-20T00:00:00+00:00,train,163,5,2,4,13,93,1,174,132,136.14285714285714,136.0,124.03571428571429,166,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-02,14,2016-03-20T00:00:00+00:00,train,189,5,2,4,13,93,1,185,194,181.0,179.57142857142858,163.75,200,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-03,14,2016-03-21T00:00:00+00:00,train,132,6,3,4,13,94,1,153,77,145.42857142857142,141.42857142857142,127.57142857142857,132,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-03,14,2016-03-21T00:00:00+00:00,train,152,6,3,4,13,94,1,212,154,183.71428571428572,183.71428571428572,167.25,166,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-04,14,2016-03-22T00:00:00+00:00,train,136,0,4,4,14,95,0,177,118,153.85714285714286,145.64285714285714,130.78571428571428,110,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-04,14,2016-03-22T00:00:00+00:00,train,174,0,4,4,14,95,0,214,165,189.42857142857142,187.21428571428572,170.53571428571428,166,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-05,14,2016-03-23T00:00:00+00:00,train,148,1,5,4,14,96,0,178,139,159.85714285714286,148.42857142857142,133.82142857142858,116,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-05,14,2016-03-23T00:00:00+00:00,train,179,1,5,4,14,96,0,191,170,190.85714285714286,188.71428571428572,172.78571428571428,165,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-06,14,2016-03-24T00:00:00+00:00,train,120,2,6,4,14,97,0,154,148,161.71428571428572,148.85714285714286,136.03571428571428,74,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-06,14,2016-03-24T00:00:00+00:00,train,216,2,6,4,14,97,0,195,182,193.85714285714286,189.64285714285714,174.92857142857142,214,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-07,14,2016-03-25T00:00:00+00:00,train,155,3,7,4,14,98,0,176,146,164.57142857142858,151.0,138.75,112,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-07,14,2016-03-25T00:00:00+00:00,train,161,3,7,4,14,98,0,223,185,200.14285714285714,192.35714285714286,178.28571428571428,143,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-08,14,2016-03-26T00:00:00+00:00,train,155,4,8,4,14,99,0,187,169,171.28571428571428,152.28571428571428,141.10714285714286,122,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-08,14,2016-03-26T00:00:00+00:00,train,170,4,8,4,14,99,0,219,197,205.57142857142858,193.92857142857142,181.14285714285714,159,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-09,14,2016-03-27T00:00:00+00:00,train,166,5,9,4,14,100,1,179,154,172.0,154.07142857142858,141.03571428571428,140,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-09,14,2016-03-27T00:00:00+00:00,train,196,5,9,4,14,100,1,201,194,207.85714285714286,194.42857142857142,182.32142857142858,208,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-10,14,2016-03-28T00:00:00+00:00,train,143,6,10,4,14,101,1,107,88,165.42857142857142,155.42857142857142,138.92857142857142,126,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-10,14,2016-03-28T00:00:00+00:00,train,186,6,10,4,14,101,1,174,193,202.42857142857142,193.07142857142858,183.67857142857142,191,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-11,14,2016-03-29T00:00:00+00:00,train,162,0,11,4,15,102,0,105,118,155.14285714285714,154.5,139.57142857142858,126,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-11,14,2016-03-29T00:00:00+00:00,train,192,0,11,4,15,102,0,167,174,195.71428571428572,192.57142857142858,185.0,184,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-12,14,2016-03-30T00:00:00+00:00,train,164,1,12,4,15,103,0,115,136,146.14285714285714,153.0,139.67857142857142,130,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-12,14,2016-03-30T00:00:00+00:00,train,198,1,12,4,15,103,0,180,181,194.14285714285714,192.5,185.39285714285714,187,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-13,14,2016-03-31T00:00:00+00:00,train,178,2,13,4,15,104,0,130,141,142.71428571428572,152.21428571428572,139.92857142857142,140,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-13,14,2016-03-31T00:00:00+00:00,train,222,2,13,4,15,104,0,184,174,192.57142857142858,193.21428571428572,185.57142857142858,210,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-14,14,2016-04-01T00:00:00+00:00,train,174,3,14,4,15,105,0,166,156,141.28571428571428,152.92857142857142,142.25,139,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-14,14,2016-04-01T00:00:00+00:00,train,176,3,14,4,15,105,0,204,179,189.85714285714286,195.0,187.21428571428572,187,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-15,14,2016-04-02T00:00:00+00:00,train,152,4,15,4,15,106,0,160,140,137.42857142857142,154.35714285714286,143.67857142857142,133,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-15,14,2016-04-02T00:00:00+00:00,train,180,4,15,4,15,106,0,206,181,188.0,196.78571428571428,188.5,184,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-16,14,2016-04-03T00:00:00+00:00,train,157,5,16,4,15,107,1,163,174,135.14285714285714,153.57142857142858,144.78571428571428,141,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-16,14,2016-04-03T00:00:00+00:00,train,198,5,16,4,15,107,1,189,185,186.28571428571428,197.07142857142858,188.32142857142858,193,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-17,14,2016-04-04T00:00:00+00:00,train,122,6,17,4,15,108,1,132,153,138.71428571428572,152.07142857142858,146.75,111,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-17,14,2016-04-04T00:00:00+00:00,train,186,6,17,4,15,108,1,152,212,183.14285714285714,192.78571428571428,188.25,167,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-18,14,2016-04-05T00:00:00+00:00,train,159,0,18,4,16,109,0,136,177,143.14285714285714,149.14285714285714,147.39285714285714,141,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-18,14,2016-04-05T00:00:00+00:00,train,202,0,18,4,16,109,0,174,214,184.14285714285714,189.92857142857142,188.57142857142858,183,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-19,14,2016-04-06T00:00:00+00:00,train,183,1,19,4,16,110,0,148,178,147.85714285714286,147.0,147.71428571428572,174,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-19,14,2016-04-06T00:00:00+00:00,train,183,1,19,4,16,110,0,179,191,184.0,189.07142857142858,188.89285714285714,162,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-20,14,2016-04-07T00:00:00+00:00,train,151,2,20,4,16,111,0,120,154,146.42857142857142,144.57142857142858,146.71428571428572,129,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-20,14,2016-04-07T00:00:00+00:00,train,219,2,20,4,16,111,0,216,195,188.57142857142858,190.57142857142858,190.10714285714286,202,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-21,14,2016-04-08T00:00:00+00:00,train,135,3,21,4,16,112,0,155,176,144.85714285714286,143.07142857142858,147.03571428571428,128,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-21,14,2016-04-08T00:00:00+00:00,train,219,3,21,4,16,112,0,161,223,182.42857142857142,186.14285714285714,189.25,198,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-04-22,14,2016-04-09T00:00:00+00:00,train,170,4,22,4,16,113,0,155,187,144.14285714285714,140.78571428571428,146.53571428571428,158,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-04-22,14,2016-04-09T00:00:00+00:00,train,196,4,22,4,16,113,0,170,219,177.28571428571428,182.64285714285714,188.28571428571428,180,
