hotel_key,hotel_public_id,target_date,horizon_days,prediction_cutoff,partition,target_room_nights,day_of_week,day_of_month,month,week_of_year,day_of_year,is_weekend,demand_lag_7,demand_lag_14,demand_lag_28,demand_rolling_mean_7,demand_rolling_mean_14,demand_rolling_mean_28,on_books_room_nights_at_cutoff,rooms_existing_at_cutoff
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-15,7,2016-01-09T00:00:00+00:00,train,79,4,15,1,2,15,0,47,164,51,91.57142857142857,128.14285714285714,83.53571428571429,78,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-16,7,2016-01-10T00:00:00+00:00,train,75,5,16,1,2,16,1,65,148,59,69.28571428571429,106.85714285714286,90.10714285714286,44,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-16,7,2016-01-10T00:00:00+00:00,train,90,5,16,1,2,16,1,49,169,42,74.42857142857143,124.57142857142857,83.32142857142857,91,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-17,7,2016-01-11T00:00:00+00:00,train,42,6,17,1,2,17,1,56,69,48,67.42857142857143,101.5,91.07142857142857,27,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-17,7,2016-01-11T00:00:00+00:00,train,53,6,17,1,2,17,1,47,119,36,64.14285714285714,118.64285714285714,83.92857142857143,59,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-18,7,2016-01-12T00:00:00+00:00,train,59,0,18,1,3,18,0,64,81,60,65.0,97.28571428571429,91.82142857142857,36,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-18,7,2016-01-12T00:00:00+00:00,train,53,0,18,1,3,18,0,36,125,39,51.42857142857143,110.14285714285714,84.25,52,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-19,7,2016-01-13T00:00:00+00:00,train,68,1,19,1,3,19,0,75,73,83,65.28571428571429,96.21428571428571,92.75,38,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-19,7,2016-01-13T00:00:00+00:00,train,122,1,19,1,3,19,0,45,61,35,49.142857142857146,99.28571428571429,85.10714285714286,108,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-20,7,2016-01-14T00:00:00+00:00,train,70,2,20,1,3,20,0,65,72,96,64.28571428571429,88.85714285714286,93.21428571428571,37,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-20,7,2016-01-14T00:00:00+00:00,train,126,2,20,1,3,20,0,40,64,36,45.714285714285715,88.21428571428571,85.5,110,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-21,7,2016-01-15T00:00:00+00:00,train,56,3,21,1,3,21,0,78,71,129,65.28571428571429,81.64285714285714,94.14285714285714,36,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-21,7,2016-01-15T00:00:00+00:00,train,99,3,21,1,3,21,0,67,56,51,47.285714285714285,77.78571428571429,86.67857142857143,82,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-22,7,2016-01-16T00:00:00+00:00,train,55,4,22,1,3,22,0,72,54,137,67.85714285714286,74.5,95.03571428571429,36,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-22,7,2016-01-16T00:00:00+00:00,train,73,4,22,1,3,22,0,79,47,59,51.857142857142854,71.71428571428571,87.67857142857143,63,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-23,7,2016-01-17T00:00:00+00:00,train,71,5,23,1,3,23,1,75,65,143,69.28571428571429,69.28571428571429,95.60714285714286,34,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-23,7,2016-01-17T00:00:00+00:00,train,77,5,23,1,3,23,1,90,49,99,57.714285714285715,66.07142857142857,89.39285714285714,60,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-24,7,2016-01-18T00:00:00+00:00,train,33,6,24,1,3,24,1,42,56,131,67.28571428571429,67.35714285714286,95.39285714285714,19,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-24,7,2016-01-18T00:00:00+00:00,train,54,6,24,1,3,24,1,53,47,130,58.57142857142857,61.357142857142854,90.0,48,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-25,7,2016-01-19T00:00:00+00:00,train,36,0,25,1,4,25,0,59,64,123,66.57142857142857,65.78571428571429,95.35714285714286,19,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-25,7,2016-01-19T00:00:00+00:00,train,82,0,25,1,4,25,0,53,36,155,61.0,56.214285714285715,90.5,66,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-26,7,2016-01-20T00:00:00+00:00,train,61,1,26,1,4,26,0,68,75,90,65.57142857142857,65.42857142857143,94.82142857142857,23,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-26,7,2016-01-20T00:00:00+00:00,train,79,1,26,1,4,26,0,122,45,197,72.0,60.57142857142857,93.60714285714286,76,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-27,7,2016-01-21T00:00:00+00:00,train,50,2,27,1,4,27,0,70,65,168,66.28571428571429,65.28571428571429,93.89285714285714,25,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-27,7,2016-01-21T00:00:00+00:00,train,84,2,27,1,4,27,0,126,40,195,84.28571428571429,65.0,96.82142857142857,62,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-28,7,2016-01-22T00:00:00+00:00,train,64,3,28,1,4,28,0,56,78,179,63.142857142857146,64.21428571428571,91.28571428571429,36,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-28,7,2016-01-22T00:00:00+00:00,train,81,3,28,1,4,28,0,99,67,213,88.85714285714286,68.07142857142857,98.53571428571429,71,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-29,7,2016-01-23T00:00:00+00:00,train,60,4,29,1,4,29,0,55,72,172,60.714285714285715,64.28571428571429,88.35714285714286,36,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-29,7,2016-01-23T00:00:00+00:00,train,77,4,29,1,4,29,0,73,79,164,88.0,69.92857142857143,99.03571428571429,65,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-30,7,2016-01-24T00:00:00+00:00,train,63,5,30,1,4,30,1,71,75,148,60.142857142857146,64.71428571428571,85.78571428571429,38,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-30,7,2016-01-24T00:00:00+00:00,train,81,5,30,1,4,30,1,77,90,169,86.14285714285714,71.92857142857143,98.25,69,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-01-31,7,2016-01-25T00:00:00+00:00,train,38,6,31,1,4,31,1,33,42,69,58.857142857142854,63.07142857142857,82.28571428571429,28,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-01-31,7,2016-01-25T00:00:00+00:00,train,60,6,31,1,4,31,1,54,53,119,86.28571428571429,72.42857142857143,95.53571428571429,62,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-01,7,2016-01-26T00:00:00+00:00,train,54,0,1,2,5,32,0,36,59,81,55.57142857142857,61.07142857142857,79.17857142857143,33,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-01,7,2016-01-26T00:00:00+00:00,train,56,0,1,2,5,32,0,82,53,125,90.42857142857143,75.71428571428571,92.92857142857143,45,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-02,7,2016-01-27T00:00:00+00:00,train,73,1,2,2,5,33,0,61,68,73,54.57142857142857,60.07142857142857,78.14285714285714,35,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-02,7,2016-01-27T00:00:00+00:00,train,49,1,2,2,5,33,0,79,122,61,84.28571428571429,78.14285714285714,88.71428571428571,33,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-03,7,2016-01-28T00:00:00+00:00,train,75,2,3,2,5,34,0,50,70,72,51.714285714285715,59.0,73.92857142857143,37,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-03,7,2016-01-28T00:00:00+00:00,train,70,2,3,2,5,34,0,84,126,64,78.28571428571429,81.28571428571429,84.75,49,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-04,7,2016-01-29T00:00:00+00:00,train,90,3,4,2,5,35,0,64,56,71,52.857142857142854,58.0,69.82142857142857,50,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-04,7,2016-01-29T00:00:00+00:00,train,80,3,4,2,5,35,0,81,99,56,75.71428571428571,82.28571428571429,80.03571428571429,68,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-05,7,2016-01-30T00:00:00+00:00,train,97,4,5,2,5,36,0,60,55,54,53.57142857142857,57.142857142857146,65.82142857142857,61,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-05,7,2016-01-30T00:00:00+00:00,train,109,4,5,2,5,36,0,77,73,47,76.28571428571429,82.14285714285714,76.92857142857143,98,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-06,7,2016-01-31T00:00:00+00:00,train,161,5,6,2,5,37,1,63,71,65,52.42857142857143,56.285714285714285,62.785714285714285,104,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-06,7,2016-01-31T00:00:00+00:00,train,170,5,6,2,5,37,1,81,77,49,76.85714285714286,81.5,73.78571428571429,156,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-07,7,2016-02-01T00:00:00+00:00,train,144,6,7,2,5,38,1,38,33,56,53.142857142857146,56.0,61.67857142857143,103,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-07,7,2016-02-01T00:00:00+00:00,train,162,6,7,2,5,38,1,60,54,47,77.71428571428571,82.0,71.67857142857143,150,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-08,7,2016-02-02T00:00:00+00:00,train,139,0,8,2,6,39,0,54,36,64,55.714285714285715,55.642857142857146,60.714285714285715,110,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-08,7,2016-02-02T00:00:00+00:00,train,173,0,8,2,6,39,0,56,82,36,74.0,82.21428571428571,69.21428571428571,147,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-09,7,2016-02-03T00:00:00+00:00,train,93,1,9,2,6,40,0,73,61,75,57.42857142857143,56.0,60.714285714285715,68,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-09,7,2016-02-03T00:00:00+00:00,train,155,1,9,2,6,40,0,49,79,45,69.71428571428571,77.0,68.78571428571429,139,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-10,7,2016-02-04T00:00:00+00:00,train,91,2,10,2,6,41,0,75,50,65,61.0,56.357142857142854,60.82142857142857,63,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-10,7,2016-02-04T00:00:00+00:00,train,100,2,10,2,6,41,0,70,84,40,67.71428571428571,73.0,69.0,78,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-11,7,2016-02-05T00:00:00+00:00,train,81,3,11,2,6,42,0,90,64,78,64.71428571428571,58.785714285714285,61.5,60,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-11,7,2016-02-05T00:00:00+00:00,train,107,3,11,2,6,42,0,80,81,67,67.57142857142857,71.64285714285714,69.85714285714286,94,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-12,7,2016-02-06T00:00:00+00:00,train,129,4,12,2,6,43,0,97,60,72,70.0,61.785714285714285,63.035714285714285,107,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-12,7,2016-02-06T00:00:00+00:00,train,148,4,12,2,6,43,0,109,77,79,72.14285714285714,74.21428571428571,72.07142857142857,116,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-13,7,2016-02-07T00:00:00+00:00,train,170,5,13,2,6,44,1,161,63,75,84.0,68.21428571428571,66.46428571428571,127,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-13,7,2016-02-07T00:00:00+00:00,train,195,5,13,2,6,44,1,170,81,90,84.85714285714286,80.85714285714286,76.39285714285714,153,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-14,7,2016-02-08T00:00:00+00:00,train,94,6,14,2,6,45,1,144,38,42,99.14285714285714,76.14285714285714,69.60714285714286,67,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-14,7,2016-02-08T00:00:00+00:00,train,140,6,14,2,6,45,1,162,60,53,99.42857142857143,88.57142857142857,80.5,117,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-15,7,2016-02-09T00:00:00+00:00,train,81,0,15,2,7,46,0,139,54,59,111.28571428571429,83.5,72.28571428571429,58,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-15,7,2016-02-09T00:00:00+00:00,train,123,0,15,2,7,46,0,173,56,53,116.14285714285714,95.07142857142857,85.39285714285714,104,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-16,7,2016-02-10T00:00:00+00:00,train,99,1,16,2,7,47,0,93,73,68,114.14285714285714,85.78571428571429,72.92857142857143,60,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-16,7,2016-02-10T00:00:00+00:00,train,124,1,16,2,7,47,0,155,49,122,131.28571428571428,100.5,89.32142857142857,93,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-17,7,2016-02-11T00:00:00+00:00,train,112,2,17,2,7,48,0,91,75,70,116.42857142857143,88.71428571428571,73.85714285714286,71,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-17,7,2016-02-11T00:00:00+00:00,train,107,2,17,2,7,48,0,100,70,126,135.57142857142858,101.64285714285714,91.46428571428571,87,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-18,7,2016-02-12T00:00:00+00:00,train,97,3,18,2,7,49,0,81,90,56,115.14285714285714,89.92857142857143,73.96428571428571,64,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-18,7,2016-02-12T00:00:00+00:00,train,115,3,18,2,7,49,0,107,80,99,139.42857142857142,103.5,92.89285714285714,106,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-19,7,2016-02-13T00:00:00+00:00,train,81,4,19,2,7,50,0,129,97,55,119.71428571428571,94.85714285714286,76.0,65,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-19,7,2016-02-13T00:00:00+00:00,train,204,4,19,2,7,50,0,148,109,73,145.0,108.57142857142857,95.35714285714286,190,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-20,7,2016-02-14T00:00:00+00:00,train,86,5,20,2,7,51,1,170,161,71,121.0,102.5,79.39285714285714,54,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-20,7,2016-02-14T00:00:00+00:00,train,151,5,20,2,7,51,1,195,170,77,148.57142857142858,116.71428571428571,99.10714285714286,141,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-21,7,2016-02-15T00:00:00+00:00,train,54,6,21,2,7,52,1,94,144,33,113.85714285714286,106.5,81.25,43,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-21,7,2016-02-15T00:00:00+00:00,train,114,6,21,2,7,52,1,140,162,54,145.42857142857142,122.42857142857143,102.21428571428571,109,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-22,7,2016-02-16T00:00:00+00:00,train,87,0,22,2,8,53,0,81,139,36,105.57142857142857,108.42857142857143,82.03571428571429,58,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-22,7,2016-02-16T00:00:00+00:00,train,122,0,22,2,8,53,0,123,173,82,138.28571428571428,127.21428571428571,104.71428571428571,116,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-23,7,2016-02-17T00:00:00+00:00,train,93,1,23,2,8,54,0,99,93,61,106.42857142857143,110.28571428571429,83.14285714285714,58,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-23,7,2016-02-17T00:00:00+00:00,train,128,1,23,2,8,54,0,124,155,79,133.85714285714286,132.57142857142858,104.78571428571429,116,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-24,7,2016-02-18T00:00:00+00:00,train,92,2,24,2,8,55,0,112,91,50,109.42857142857143,112.92857142857143,84.64285714285714,57,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-24,7,2016-02-18T00:00:00+00:00,train,135,2,24,2,8,55,0,107,100,84,134.85714285714286,135.21428571428572,104.10714285714286,115,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-25,7,2016-02-19T00:00:00+00:00,train,100,3,25,2,8,56,0,97,81,64,111.71428571428571,113.42857142857143,86.10714285714286,72,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-25,7,2016-02-19T00:00:00+00:00,train,129,3,25,2,8,56,0,115,107,81,136.0,137.71428571428572,104.67857142857143,98,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-26,7,2016-02-20T00:00:00+00:00,train,121,4,26,2,8,57,0,81,129,60,104.85714285714286,112.28571428571429,87.03571428571429,92,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-26,7,2016-02-20T00:00:00+00:00,train,139,4,26,2,8,57,0,204,148,77,144.0,144.5,109.35714285714286,116,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-27,7,2016-02-21T00:00:00+00:00,train,181,5,27,2,8,58,1,86,170,63,92.85714285714286,106.92857142857143,87.57142857142857,146,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-27,7,2016-02-21T00:00:00+00:00,train,168,5,27,2,8,58,1,151,195,81,137.71428571428572,143.14285714285714,112.0,157,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-28,7,2016-02-22T00:00:00+00:00,train,166,6,28,2,8,59,1,54,94,38,87.14285714285714,100.5,88.32142857142857,138,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-28,7,2016-02-22T00:00:00+00:00,train,136,6,28,2,8,59,1,114,140,60,134.0,139.71428571428572,114.14285714285714,190,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-02-29,7,2016-02-23T00:00:00+00:00,train,87,0,29,2,9,60,0,87,81,54,88.0,96.78571428571429,90.14285714285714,70,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-02-29,7,2016-02-23T00:00:00+00:00,train,130,0,29,2,9,60,0,122,123,56,133.85714285714286,136.07142857142858,115.57142857142857,179,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-01,7,2016-02-24T00:00:00+00:00,train,112,1,1,3,9,61,0,93,99,73,87.14285714285714,96.78571428571429,91.28571428571429,85,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-01,7,2016-02-24T00:00:00+00:00,train,169,1,1,3,9,61,0,128,124,49,134.42857142857142,134.14285714285714,117.32142857142857,201,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-02,7,2016-02-25T00:00:00+00:00,train,123,2,2,3,9,62,0,92,112,75,84.28571428571429,96.85714285714286,92.78571428571429,81,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-02,7,2016-02-25T00:00:00+00:00,train,179,2,2,3,9,62,0,135,107,70,138.42857142857142,136.64285714285714,119.14285714285714,141,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-03,7,2016-02-26T00:00:00+00:00,train,101,3,3,3,9,63,0,100,97,90,84.71428571428571,98.21428571428571,94.07142857142857,76,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-03,7,2016-02-26T00:00:00+00:00,train,158,3,3,3,9,63,0,129,115,80,140.42857142857142,138.21428571428572,120.85714285714286,151,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-04,7,2016-02-27T00:00:00+00:00,train,120,4,4,3,9,64,0,121,81,97,90.42857142857143,97.64285714285714,96.25,96,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-04,7,2016-02-27T00:00:00+00:00,train,170,4,4,3,9,64,0,139,204,109,131.14285714285714,137.57142857142858,123.07142857142857,171,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-05,7,2016-02-28T00:00:00+00:00,train,132,5,5,3,9,65,1,181,86,161,104.0,98.42857142857143,100.46428571428571,97,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-05,7,2016-02-28T00:00:00+00:00,train,194,5,5,3,9,65,1,168,151,170,133.57142857142858,135.64285714285714,126.17857142857143,197,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-06,7,2016-02-29T00:00:00+00:00,train,77,6,6,3,9,66,1,166,54,144,120.0,103.57142857142857,105.03571428571429,66,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-06,7,2016-02-29T00:00:00+00:00,train,154,6,6,3,9,66,1,136,114,162,136.71428571428572,135.35714285714286,128.89285714285714,156,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-07,7,2016-03-01T00:00:00+00:00,train,118,0,7,3,10,67,0,87,87,139,120.0,104.0,106.21428571428571,102,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-07,7,2016-03-01T00:00:00+00:00,train,165,0,7,3,10,67,0,130,122,173,137.85714285714286,135.85714285714286,131.53571428571428,145,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-08,7,2016-03-02T00:00:00+00:00,train,139,1,8,3,10,68,0,112,93,93,122.71428571428571,104.92857142857143,107.60714285714286,101,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-08,7,2016-03-02T00:00:00+00:00,train,170,1,8,3,10,68,0,169,128,155,143.71428571428572,139.07142857142858,135.82142857142858,135,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-09,7,2016-03-03T00:00:00+00:00,train,148,2,9,3,10,69,0,123,92,91,127.14285714285714,105.71428571428571,109.32142857142857,122,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-09,7,2016-03-03T00:00:00+00:00,train,182,2,9,3,10,69,0,179,135,100,150.0,144.21428571428572,139.71428571428572,153,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-10,7,2016-03-04T00:00:00+00:00,train,146,3,10,3,10,70,0,101,100,81,127.28571428571429,106.0,109.71428571428571,124,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-10,7,2016-03-04T00:00:00+00:00,train,185,3,10,3,10,70,0,158,129,107,154.14285714285714,147.28571428571428,142.5,178,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-11,7,2016-03-05T00:00:00+00:00,train,169,4,11,3,10,71,0,120,121,129,127.14285714285714,108.78571428571429,110.53571428571429,158,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-11,7,2016-03-05T00:00:00+00:00,train,197,4,11,3,10,71,0,170,139,148,158.57142857142858,144.85714285714286,144.67857142857142,194,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-12,7,2016-03-06T00:00:00+00:00,train,154,5,12,3,10,72,1,132,181,170,120.14285714285714,112.07142857142857,109.5,118,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-12,7,2016-03-06T00:00:00+00:00,train,194,5,12,3,10,72,1,194,168,195,162.28571428571428,147.92857142857142,145.53571428571428,193,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-13,7,2016-03-07T00:00:00+00:00,train,88,6,13,3,10,73,1,77,166,94,107.42857142857143,113.71428571428571,107.10714285714286,75,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-13,7,2016-03-07T00:00:00+00:00,train,193,6,13,3,10,73,1,154,136,140,164.85714285714286,150.78571428571428,145.25,186,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-14,7,2016-03-08T00:00:00+00:00,train,118,0,14,3,11,74,0,118,87,81,111.85714285714286,115.92857142857143,106.35714285714286,77,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-14,7,2016-03-08T00:00:00+00:00,train,174,0,14,3,11,74,0,165,130,123,169.85714285714286,153.85714285714286,144.96428571428572,164,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-15,7,2016-03-09T00:00:00+00:00,train,136,1,15,3,11,75,0,139,112,99,115.71428571428571,119.21428571428571,108.0,82,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-15,7,2016-03-09T00:00:00+00:00,train,181,1,15,3,11,75,0,170,169,124,170.0,156.85714285714286,145.5,162,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-16,7,2016-03-10T00:00:00+00:00,train,141,2,16,3,11,76,0,148,123,112,119.28571428571429,123.21428571428571,110.03571428571429,93,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-16,7,2016-03-10T00:00:00+00:00,train,174,2,16,3,11,76,0,182,179,107,170.42857142857142,160.21428571428572,148.42857142857142,157,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-17,7,2016-03-11T00:00:00+00:00,train,156,3,17,3,11,77,0,146,101,97,125.71428571428571,126.5,112.35714285714286,115,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-17,7,2016-03-11T00:00:00+00:00,train,179,3,17,3,11,77,0,185,158,115,174.28571428571428,164.21428571428572,151.21428571428572,167,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-18,7,2016-03-12T00:00:00+00:00,train,140,4,18,3,11,78,0,169,120,81,132.71428571428572,129.92857142857142,113.78571428571429,122,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-18,7,2016-03-12T00:00:00+00:00,train,181,4,18,3,11,78,0,197,170,204,178.14285714285714,168.35714285714286,152.96428571428572,186,
resort_hotel,c31c4e41-2181-5ea7-875e-e62ec156c77b,2016-03-19,7,2016-03-13T00:00:00+00:00,train,174,5,19,3,11,79,1,154,132,86,135.85714285714286,128.0,113.21428571428571,155,
city_hotel,c7fb00b8-6205-5d73-95ad-5f774926f2cc,2016-03-19,7,2016-03-13T00:00:00+00:00,train,185,5,19,3,11,79,1,194,194,151,178.14285714285714,170.21428571428572,152.92857142857142,193,
